millis,elapsed_hms,pv_left,pv_right,angle,bus_v,current_mA,power_mW
15060000,04:11:00,946.000,1023.000,165.000,6.316,4.700,30.000
15090000,04:11:30,946.000,1023.000,165.000,6.316,4.600,30.000
15120000,04:12:00,945.000,1023.000,165.000,6.308,4.700,30.000
15150000,04:12:30,945.000,1023.000,165.000,6.308,4.700,30.000
15180000,04:13:00,944.000,1023.000,165.000,6.304,4.800,30.000
15210000,04:13:30,945.000,1023.000,165.000,6.300,4.600,30.000
15240000,04:14:00,945.000,1023.000,165.000,6.300,4.800,30.000
15270000,04:14:30,944.000,1023.000,165.000,6.292,4.800,30.000
15300000,04:15:00,945.000,1023.000,165.000,6.292,4.700,30.000
15330000,04:15:30,946.000,1023.000,165.000,6.288,4.800,30.000
15360000,04:16:00,945.000,1023.000,165.000,6.284,5.100,32.000
15390000,04:16:30,945.000,1023.000,165.000,6.284,4.600,30.000
15420000,04:17:00,945.000,1023.000,165.000,6.288,4.700,30.000
15450000,04:17:30,947.000,1023.000,165.000,6.300,4.900,30.000
15480000,04:18:00,948.000,1023.000,165.000,6.300,4.800,30.000
15510000,04:18:30,948.000,1023.000,165.000,6.296,4.900,30.000
15540000,04:19:00,946.000,1023.000,165.000,6.276,4.600,30.000
15570000,04:19:30,943.000,1023.000,165.000,6.272,4.600,30.000
15600000,04:20:00,942.000,1023.000,165.000,6.280,4.700,30.000
15630000,04:20:30,942.000,1023.000,165.000,6.280,4.800,30.000
15660000,04:21:00,941.000,1023.000,165.000,6.272,4.800,30.000
15690000,04:21:30,941.000,1023.000,165.000,6.276,4.700,30.000
15720000,04:22:00,940.000,1023.000,165.000,6.268,4.700,30.000
15750000,04:22:30,940.000,1023.000,165.000,6.280,4.700,30.000
15780000,04:23:00,940.000,1023.000,165.000,6.280,4.800,30.000
15810000,04:23:30,939.000,1023.000,165.000,6.276,4.700,30.000
15840000,04:24:00,938.000,1023.000,165.000,6.272,4.700,30.000
15870000,04:24:30,939.000,1023.000,165.000,6.276,4.600,30.000
15900000,04:25:00,938.000,1023.000,165.000,6.268,4.800,30.000
15930000,04:25:30,936.000,1023.000,165.000,6.264,4.800,30.000
15960000,04:26:00,888.000,977.000,165.000,6.032,4.700,30.000
15990000,04:26:30,830.000,911.000,165.000,5.828,4.200,22.000
16020000,04:27:00,773.000,503.000,163.000,4.308,41.200,176.000
16050000,04:27:30,359.000,247.000,161.000,4.140,5.200,22.000
