millis,elapsed_hms,pv_left,pv_right,angle,bus_v,current_mA,power_mW
1830000,00:30:30,1023.000,985.000,15.000,6.416,4.800,30.000
1860000,00:31:00,1023.000,985.000,15.000,6.420,4.800,32.000
1890000,00:31:30,1023.000,985.000,15.000,6.420,5.000,32.000
1920000,00:32:00,1023.000,986.000,15.000,6.424,5.000,32.000
1950000,00:32:30,1023.000,986.000,15.000,6.420,4.900,32.000
1980000,00:33:00,1023.000,985.000,15.000,6.412,5.000,32.000
2010000,00:33:30,1023.000,985.000,15.000,6.412,5.000,32.000
2040000,00:34:00,1023.000,987.000,15.000,6.416,5.000,32.000
2070000,00:34:30,1023.000,987.000,15.000,6.412,4.700,30.000
2100000,00:35:00,1023.000,988.000,15.000,6.412,4.800,30.000
2130000,00:35:30,1023.000,989.000,15.000,6.416,4.800,30.000
2160000,00:36:00,1023.000,990.000,15.000,6.416,4.800,30.000
2190000,00:36:30,1023.000,991.000,15.000,6.420,5.000,30.000
2220000,00:37:00,1023.000,991.000,15.000,6.416,5.000,30.000
2250000,00:37:30,1023.000,991.000,15.000,6.416,4.700,32.000
2280000,00:38:00,1023.000,992.000,15.000,6.420,5.000,32.000
2310000,00:38:30,1023.000,992.000,15.000,6.420,4.800,30.000
2340000,00:39:00,1023.000,991.000,15.000,6.416,5.000,32.000
2370000,00:39:30,1023.000,991.000,15.000,6.420,4.900,32.000
2400000,00:40:00,1023.000,990.000,15.000,6.416,5.000,32.000
2430000,00:40:30,1023.000,989.000,15.000,6.412,5.000,32.000
2460000,00:41:00,1023.000,989.000,15.000,6.412,5.000,32.000
2490000,00:41:30,1023.000,988.000,15.000,6.408,4.800,30.000
2520000,00:42:00,1023.000,988.000,15.000,6.408,4.800,32.000
2550000,00:42:30,1023.000,987.000,15.000,6.412,4.800,30.000
2580000,00:43:00,1023.000,987.000,15.000,6.416,4.900,30.000
2610000,00:43:30,1023.000,987.000,15.000,6.416,4.800,30.000
2640000,00:44:00,1023.000,987.000,15.000,6.416,4.800,30.000
2670000,00:44:30,1023.000,988.000,15.000,6.412,4.700,30.000
2700000,00:45:00,1023.000,987.000,15.000,6.408,4.800,30.000
2730000,00:45:30,1023.000,988.000,15.000,6.412,4.500,30.000
2760000,00:46:00,1023.000,987.000,15.000,6.408,4.800,30.000
2790000,00:46:30,1023.000,987.000,15.000,6.408,5.000,32.000
2820000,00:47:00,1023.000,987.000,15.000,6.404,4.800,32.000
2850000,00:47:30,1023.000,987.000,15.000,6.408,4.900,32.000
2880000,00:48:00,1023.000,987.000,15.000,6.416,4.800,32.000
2910000,00:48:30,1023.000,987.000,15.000,6.412,4.800,32.000
2940000,00:49:00,1023.000,987.000,15.000,6.408,4.900,30.000
2970000,00:49:30,1023.000,987.000,15.000,6.408,4.500,30.000
3000000,00:50:00,1023.000,987.000,15.000,6.412,5.000,32.000
3030000,00:50:30,1023.000,987.000,15.000,6.412,4.700,32.000
3060000,00:51:00,1023.000,988.000,15.000,6.416,4.700,32.000
3090000,00:51:30,1023.000,988.000,15.000,6.416,4.700,30.000
3120000,00:52:00,1023.000,989.000,15.000,6.416,4.900,32.000
3150000,00:52:30,1023.000,988.000,15.000,6.420,4.900,32.000
3180000,00:53:00,1023.000,988.000,15.000,6.420,4.700,30.000
3210000,00:53:30,1023.000,988.000,15.000,6.416,4.700,30.000
3240000,00:54:00,1023.000,987.000,15.000,6.416,4.900,32.000
3270000,00:54:30,1023.000,987.000,15.000,6.416,4.700,30.000
3300000,00:55:00,1023.000,986.000,15.000,6.412,4.900,32.000
3330000,00:55:30,1023.000,986.000,15.000,6.412,4.900,32.000
3360000,00:56:00,1023.000,987.000,15.000,6.412,4.500,32.000
3390000,00:56:30,1023.000,988.000,15.000,6.412,4.800,32.000
3420000,00:57:00,1023.000,989.000,15.000,6.412,4.900,32.000
3450000,00:57:30,1023.000,989.000,15.000,6.412,4.900,32.000
3480000,00:58:00,1023.000,991.000,15.000,6.412,4.700,30.000
3510000,00:58:30,1023.000,991.000,15.000,6.420,4.600,30.000
3540000,00:59:00,1023.000,992.000,15.000,6.416,4.800,30.000
3570000,00:59:30,1023.000,993.000,15.000,6.420,4.900,32.000
3600000,01:00:00,1023.000,995.000,15.000,6.424,4.800,32.000
3630000,01:00:30,1023.000,994.000,15.000,6.420,4.700,32.000
3660000,01:01:00,1023.000,993.000,15.000,6.420,4.700,30.000
3690000,01:01:30,1023.000,992.000,15.000,6.420,4.800,32.000
3720000,01:02:00,1023.000,992.000,15.000,6.416,5.100,32.000
3750000,01:02:30,1023.000,992.000,15.000,6.416,5.000,32.000
3780000,01:03:00,1023.000,992.000,15.000,6.416,4.700,30.000
3810000,01:03:30,1023.000,992.000,15.000,6.416,4.900,30.000
3840000,01:04:00,1023.000,992.000,15.000,6.412,4.700,32.000
3870000,01:04:30,1023.000,992.000,15.000,6.416,4.800,30.000
3900000,01:05:00,1023.000,992.000,15.000,6.412,4.800,30.000
3930000,01:05:30,1023.000,992.000,15.000,6.412,4.900,32.000
3960000,01:06:00,1023.000,991.000,15.000,6.412,5.000,32.000
3990000,01:06:30,1023.000,992.000,15.000,6.408,4.900,32.000
4020000,01:07:00,1023.000,992.000,15.000,6.412,4.900,30.000
4050000,01:07:30,1023.000,994.000,15.000,6.416,4.800,30.000
4080000,01:08:00,1023.000,995.000,15.000,6.416,4.700,32.000
4110000,01:08:30,1023.000,995.000,15.000,6.416,4.900,32.000
4140000,01:09:00,1023.000,994.000,15.000,6.412,5.100,32.000
4170000,01:09:30,1023.000,994.000,15.000,6.416,4.900,32.000
4200000,01:10:00,1023.000,995.000,15.000,6.444,4.700,30.000
4230000,01:10:30,1023.000,999.000,15.000,6.468,4.800,30.000
4260000,01:11:00,1023.000,1004.000,15.000,6.500,4.600,32.000
4290000,01:11:30,1023.000,1006.000,15.000,6.516,4.800,32.000
4320000,01:12:00,1023.000,1007.000,15.000,6.528,4.700,30.000
4350000,01:12:30,1023.000,1007.000,15.000,6.532,4.700,30.000
4380000,01:13:00,1023.000,1008.000,15.000,6.536,5.000,32.000
4410000,01:13:30,1023.000,1011.000,15.000,6.540,5.000,32.000
4440000,01:14:00,1023.000,1013.000,15.000,6.544,5.000,32.000
4470000,01:14:30,1023.000,1016.000,15.000,6.540,4.800,32.000
4500000,01:15:00,1023.000,1019.000,15.000,6.536,4.900,32.000
4530000,01:15:30,1023.000,1022.000,15.000,6.524,4.800,32.000
4560000,01:16:00,1023.000,1023.000,15.000,6.516,4.900,30.000
4590000,01:16:30,1023.000,1023.000,15.000,6.508,4.900,32.000
4620000,01:17:00,1023.000,1023.000,15.000,6.496,4.800,32.000
4650000,01:17:30,1023.000,1023.000,15.000,6.488,4.900,32.000
4680000,01:18:00,1023.000,1023.000,15.000,6.480,5.000,30.000
4710000,01:18:30,1023.000,1023.000,15.000,6.476,4.700,30.000
4740000,01:19:00,1023.000,1023.000,15.000,6.472,4.900,32.000
4770000,01:19:30,1023.000,1023.000,15.000,6.464,4.900,32.000
4800000,01:20:00,1023.000,1023.000,15.000,6.460,4.900,32.000
4830000,01:20:30,1023.000,1023.000,15.000,6.448,5.100,32.000
4860000,01:21:00,1023.000,1023.000,15.000,6.444,4.900,32.000
4890000,01:21:30,1023.000,1023.000,15.000,6.436,5.000,30.000
4920000,01:22:00,1023.000,1023.000,15.000,6.440,4.900,32.000
4950000,01:22:30,1023.000,1023.000,15.000,6.436,4.800,30.000
4980000,01:23:00,1023.000,1023.000,15.000,6.436,5.000,32.000
5010000,01:23:30,1023.000,1023.000,15.000,6.428,4.900,30.000
5040000,01:24:00,1023.000,1023.000,15.000,6.432,4.900,32.000
5070000,01:24:30,1023.000,1023.000,15.000,6.428,4.700,32.000
5100000,01:25:00,1023.000,1023.000,15.000,6.428,4.700,30.000
5130000,01:25:30,1023.000,1023.000,15.000,6.432,4.800,30.000
5160000,01:26:00,1023.000,1023.000,15.000,6.432,4.900,32.000
5190000,01:26:30,1023.000,1023.000,15.000,6.432,4.900,30.000
5220000,01:27:00,1023.000,1023.000,15.000,6.436,5.000,32.000
5250000,01:27:30,1023.000,1023.000,15.000,6.428,5.000,30.000
5280000,01:28:00,1023.000,1023.000,15.000,6.428,4.700,30.000
5310000,01:28:30,1023.000,1023.000,15.000,6.432,4.800,30.000
5340000,01:29:00,1023.000,1023.000,15.000,6.436,5.000,32.000
5370000,01:29:30,1023.000,1023.000,15.000,6.436,4.900,30.000
5400000,01:30:00,1023.000,1023.000,15.000,6.436,4.700,30.000
5430000,01:30:30,1023.000,1023.000,15.000,6.440,5.000,30.000
5460000,01:31:00,1023.000,1023.000,15.000,6.436,5.100,30.000
5490000,01:31:30,1023.000,1023.000,15.000,6.436,5.000,30.000
5520000,01:32:00,1023.000,1023.000,15.000,6.432,4.800,30.000
5550000,01:32:30,1023.000,1023.000,15.000,6.424,4.700,32.000
5580000,01:33:00,1023.000,1023.000,15.000,6.420,4.800,30.000
5610000,01:33:30,1023.000,1023.000,15.000,6.416,5.000,32.000
5640000,01:34:00,1023.000,1023.000,15.000,6.416,4.800,30.000
5670000,01:34:30,1023.000,1023.000,15.000,6.420,4.900,32.000
5700000,01:35:00,1023.000,1023.000,15.000,6.420,4.900,30.000
5730000,01:35:30,1023.000,1023.000,15.000,6.420,4.900,30.000
5760000,01:36:00,1023.000,1023.000,15.000,6.424,4.700,30.000
5790000,01:36:30,1023.000,1023.000,15.000,6.424,4.800,30.000
5820000,01:37:00,798.000,874.000,17.000,6.096,4.400,26.000
5850000,01:37:30,1023.000,1023.000,17.000,6.428,4.700,30.000
5880000,01:38:00,1023.000,1023.000,17.000,6.428,4.800,30.000
5910000,01:38:30,1023.000,1023.000,17.000,6.424,4.700,30.000
5940000,01:39:00,1023.000,1023.000,17.000,6.428,4.900,32.000
5970000,01:39:30,1023.000,1023.000,17.000,6.428,5.200,32.000
6000000,01:40:00,1023.000,1023.000,17.000,6.428,4.800,30.000
6030000,01:40:30,1023.000,1023.000,17.000,6.420,5.000,32.000
6060000,01:41:00,1023.000,1023.000,17.000,6.420,4.900,32.000
6090000,01:41:30,1023.000,1023.000,17.000,6.420,4.800,32.000
6120000,01:42:00,1023.000,1023.000,17.000,6.420,4.700,30.000
6150000,01:42:30,1023.000,1023.000,17.000,6.416,5.200,30.000
6180000,01:43:00,1023.000,1023.000,17.000,6.412,4.800,30.000
6210000,01:43:30,1023.000,1023.000,17.000,6.412,5.000,32.000
6240000,01:44:00,1023.000,1023.000,17.000,6.408,4.800,30.000
6270000,01:44:30,1023.000,1023.000,17.000,6.404,4.900,32.000
6300000,01:45:00,1023.000,1023.000,17.000,6.408,4.800,30.000
6330000,01:45:30,1023.000,1023.000,17.000,6.404,4.700,32.000
6360000,01:46:00,1023.000,1023.000,17.000,6.408,4.800,30.000
6390000,01:46:30,1023.000,1023.000,17.000,6.408,5.000,32.000
6420000,01:47:00,1023.000,1023.000,17.000,6.408,5.000,32.000
6450000,01:47:30,1023.000,1023.000,17.000,6.408,5.000,32.000
6480000,01:48:00,1023.000,1023.000,17.000,6.404,5.000,32.000
6510000,01:48:30,1023.000,1023.000,17.000,6.404,4.900,30.000
6540000,01:49:00,1023.000,1023.000,17.000,6.400,4.700,30.000
6570000,01:49:30,1023.000,1023.000,17.000,6.400,5.000,32.000
6600000,01:50:00,1023.000,1023.000,17.000,6.400,4.800,32.000
6630000,01:50:30,1023.000,1023.000,17.000,6.400,4.600,32.000
6660000,01:51:00,1023.000,1023.000,17.000,6.404,4.700,32.000
6690000,01:51:30,1023.000,1023.000,17.000,6.408,4.700,32.000
6720000,01:52:00,1023.000,1023.000,17.000,6.408,4.700,30.000
6750000,01:52:30,1023.000,1023.000,17.000,6.400,4.900,32.000
6780000,01:53:00,1023.000,1023.000,17.000,6.400,4.900,32.000
6810000,01:53:30,1023.000,1023.000,17.000,6.400,4.600,30.000
6840000,01:54:00,1023.000,1023.000,17.000,6.396,4.800,30.000
6870000,01:54:30,1023.000,1023.000,17.000,6.396,4.800,30.000
6900000,01:55:00,1023.000,1023.000,17.000,6.396,4.700,32.000
6930000,01:55:30,1023.000,1023.000,17.000,6.404,4.900,30.000
6960000,01:56:00,1023.000,1023.000,17.000,6.404,4.800,32.000
6990000,01:56:30,1023.000,1023.000,17.000,6.408,4.600,30.000
7020000,01:57:00,1023.000,1023.000,17.000,6.408,5.000,32.000
7050000,01:57:30,1023.000,1023.000,17.000,6.404,5.000,30.000
7080000,01:58:00,1023.000,1023.000,17.000,6.400,4.700,30.000
7110000,01:58:30,1023.000,1023.000,17.000,6.404,5.100,32.000
7140000,01:59:00,1023.000,1023.000,17.000,6.404,4.900,30.000
7170000,01:59:30,1023.000,1023.000,17.000,6.404,4.900,32.000
7200000,02:00:00,1023.000,1023.000,17.000,6.404,4.700,32.000
7230000,02:00:30,1023.000,1023.000,17.000,6.404,5.200,32.000
7260000,02:01:00,1023.000,1023.000,17.000,6.412,4.800,30.000
7290000,02:01:30,1023.000,1023.000,17.000,6.408,4.900,32.000
7320000,02:02:00,1023.000,1023.000,17.000,6.408,4.900,30.000
7350000,02:02:30,1023.000,1023.000,17.000,6.404,4.600,30.000
7380000,02:03:00,1023.000,1023.000,17.000,6.404,4.700,30.000
7410000,02:03:30,1023.000,1023.000,17.000,6.400,5.100,32.000
7440000,02:04:00,1023.000,1023.000,17.000,6.396,4.800,30.000
7470000,02:04:30,1023.000,1023.000,17.000,6.392,4.800,32.000
7500000,02:05:00,1023.000,1023.000,17.000,6.392,5.000,32.000
7530000,02:05:30,1023.000,1023.000,17.000,6.392,4.900,32.000
7560000,02:06:00,1023.000,1023.000,17.000,6.392,4.800,32.000
7590000,02:06:30,1023.000,1023.000,17.000,6.388,4.800,32.000
7620000,02:07:00,1023.000,1023.000,17.000,6.400,4.700,32.000
7650000,02:07:30,1023.000,1023.000,17.000,6.396,4.900,32.000
7680000,02:08:00,1023.000,1023.000,17.000,6.400,4.700,32.000
7710000,02:08:30,1023.000,1023.000,17.000,6.408,4.500,30.000
7740000,02:09:00,1023.000,1023.000,17.000,6.412,4.700,30.000
7770000,02:09:30,1023.000,1023.000,17.000,6.412,4.800,30.000
7800000,02:10:00,1023.000,1023.000,17.000,6.420,5.000,32.000
7830000,02:10:30,1023.000,1023.000,17.000,6.416,4.900,32.000
7860000,02:11:00,1023.000,1023.000,17.000,6.348,4.800,30.000
